,pmid,pm_link,date_pub,journal,abstract,title,mesh,concept_id_1,concept_me,study_design,data_type,domain_id,category_name,n_participants,geography
917,25929426,https://pubmed.ncbi.nlm.nih.gov/25929426,['2016 Mar'],['Jourl of diabetes'],"['BACKGROUND: The aim of the present study was to assess the risk of overall  mortality, corory artery disease (CAD), and congestive heart failure (CHF) in  patients with type 2 diabetes mellitus (T2DM) treated with metformin (MF) and an  additiol antidiabetic agent. METHODS: A retrospective cohort study was conducted  using an academic health center enterprise-wide electronic health record (EHR)  system to identify 13,185 adult patients (>18 years) with T2DM from January 2008 to  June 2013 and received a prescription for MF in combition with a sulfonylurea (SU;  n = 9419), thiazolidinedione (TZD; n = 1846), dipeptidyl peptidase-4 inhibitor  (DPP-4i; n = 1487), or a glucagon-like peptide-1 receptor agonist (GLP-1a; n = 433).  Multivariate Cox models with propensity alysis were used to compare cohorts, with  MF+SU serving as the comparator group. RESULTS: The mean (±SD) age was 60.6 ± 12.6  years, with 54.6% male and 75.8% Caucasians. The median follow-up was 4 years. There  were 1077 deaths, 1733 CAD events, and 528 CHF events in 55,100 person-years of  follow-up. A higher risk of CHF was observed with MF+DPP-4i use (hazard ratio [HR]  1.104; 95% confidence interval [CI] 1.04-1.17; P = 0.001). A trend towards improved  overall survival for users of MF+TZD (HR 0.86; 95% CI 0.74-1.0; P = 0.05) and  MF+GLP-1a (HR 0.569; 95% CI 0.30-1.07; P = 0.08) was observed. No significant  differences in the risk of CAD were identified. CONCLUSIONS: Consistent with recent  studies, our results raise concern for an increased risk of CHF with use of DPP-4i.']",['Risk of overall mortality and cardiovascular events in patients with type 2 diabetes  on dual drug therapy including metformin: A large database study from the Cleveland  Clinic'],risk factors,4214014,risk factors,retrospective,EMR/EHR,Measurement,,13185,
918,25929426,https://pubmed.ncbi.nlm.nih.gov/25929426,['2016 Mar'],['Jourl of diabetes'],"['BACKGROUND: The aim of the present study was to assess the risk of overall  mortality, corory artery disease (CAD), and congestive heart failure (CHF) in  patients with type 2 diabetes mellitus (T2DM) treated with metformin (MF) and an  additiol antidiabetic agent. METHODS: A retrospective cohort study was conducted  using an academic health center enterprise-wide electronic health record (EHR)  system to identify 13,185 adult patients (>18 years) with T2DM from January 2008 to  June 2013 and received a prescription for MF in combition with a sulfonylurea (SU;  n = 9419), thiazolidinedione (TZD; n = 1846), dipeptidyl peptidase-4 inhibitor  (DPP-4i; n = 1487), or a glucagon-like peptide-1 receptor agonist (GLP-1a; n = 433).  Multivariate Cox models with propensity alysis were used to compare cohorts, with  MF+SU serving as the comparator group. RESULTS: The mean (±SD) age was 60.6 ± 12.6  years, with 54.6% male and 75.8% Caucasians. The median follow-up was 4 years. There  were 1077 deaths, 1733 CAD events, and 528 CHF events in 55,100 person-years of  follow-up. A higher risk of CHF was observed with MF+DPP-4i use (hazard ratio [HR]  1.104; 95% confidence interval [CI] 1.04-1.17; P = 0.001). A trend towards improved  overall survival for users of MF+TZD (HR 0.86; 95% CI 0.74-1.0; P = 0.05) and  MF+GLP-1a (HR 0.569; 95% CI 0.30-1.07; P = 0.08) was observed. No significant  differences in the risk of CAD were identified. CONCLUSIONS: Consistent with recent  studies, our results raise concern for an increased risk of CHF with use of DPP-4i.']",['Risk of overall mortality and cardiovascular events in patients with type 2 diabetes  on dual drug therapy including metformin: A large database study from the Cleveland  Clinic'],corory artery disease,4187067,corory artery disease,retrospective,EMR/EHR,Condition,Cardiovascular disease,13185,
919,25929426,https://pubmed.ncbi.nlm.nih.gov/25929426,['2016 Mar'],['Jourl of diabetes'],"['BACKGROUND: The aim of the present study was to assess the risk of overall  mortality, corory artery disease (CAD), and congestive heart failure (CHF) in  patients with type 2 diabetes mellitus (T2DM) treated with metformin (MF) and an  additiol antidiabetic agent. METHODS: A retrospective cohort study was conducted  using an academic health center enterprise-wide electronic health record (EHR)  system to identify 13,185 adult patients (>18 years) with T2DM from January 2008 to  June 2013 and received a prescription for MF in combition with a sulfonylurea (SU;  n = 9419), thiazolidinedione (TZD; n = 1846), dipeptidyl peptidase-4 inhibitor  (DPP-4i; n = 1487), or a glucagon-like peptide-1 receptor agonist (GLP-1a; n = 433).  Multivariate Cox models with propensity alysis were used to compare cohorts, with  MF+SU serving as the comparator group. RESULTS: The mean (±SD) age was 60.6 ± 12.6  years, with 54.6% male and 75.8% Caucasians. The median follow-up was 4 years. There  were 1077 deaths, 1733 CAD events, and 528 CHF events in 55,100 person-years of  follow-up. A higher risk of CHF was observed with MF+DPP-4i use (hazard ratio [HR]  1.104; 95% confidence interval [CI] 1.04-1.17; P = 0.001). A trend towards improved  overall survival for users of MF+TZD (HR 0.86; 95% CI 0.74-1.0; P = 0.05) and  MF+GLP-1a (HR 0.569; 95% CI 0.30-1.07; P = 0.08) was observed. No significant  differences in the risk of CAD were identified. CONCLUSIONS: Consistent with recent  studies, our results raise concern for an increased risk of CHF with use of DPP-4i.']",['Risk of overall mortality and cardiovascular events in patients with type 2 diabetes  on dual drug therapy including metformin: A large database study from the Cleveland  Clinic'],heart failure,316139,heart failure,retrospective,EMR/EHR,Condition,Cardiovascular disease,13185,
920,25934159,https://pubmed.ncbi.nlm.nih.gov/25934159,['2015 Aug'],['Clinical microbiology and infection '],"['Staphylococcus aureus is a leading cause of infective endocarditis. Little has been  published on the outcome and epidemiology of S. aureus endocarditis (SAE) in the  twenty-first century. Our aim was to evaluate the short-term and long-term outcome  of SAE in Stockholm, Sweden, and assess its incidence over time. Patients treated  for SAE from January 2004 through December 2013 were retrospectively identified at  the Karolinska University Hospital. Clinical data were obtained from medical records  and the diagnosis was verified according to the modified Duke criteria. Of 245 SAE  cases, 152 (62%) were left-sided and 120 (49%) occurred in intravenous drug users.  The calculated incidence in Stockholm County was 1.56/100 000 person-years,  increasing from 1.28 in 2004-08 to 1.82/100 000 person-years in 2009-13 (p 0.002).  In-hospital and 1-year mortality rates were 9.0% (22/245) and 19.5% (46/236),  respectively. Age (OR 1.06 per year) and female sex (OR 3.0) were independently  associated with in-hospital mortality in multivariate alysis. Involvement of the  central nervous system (CNS) was observed in 30 (12%) patients, and valvular surgery  was performed during hospitalization in 37 (15%). In left-sided endocarditis the  strongest predictors for surgery were severe valvular insufficiency (OR 8.9), lower  age (OR 1.07 per year) and no intravenous drug use (OR 10.7), and for CNS  involvement lower age (OR 1.04 per year). In conclusion we noted low mortality, low  CNS complication rate, and low valvular surgery frequency associated with SAE in our  setting. The incidence was high and increased over time. The study provides an  update on the outcome and epidemiology of SAE in the twenty-first century.']",['Incidence and outcome of Staphylococcus aureus endocarditis--a 10-year single-centre  northern European experience'],staphylococcus aureus,42900111,staphylococcus aureus,retrospective,EMR/EHR,Drug,Other Drug,245,Sweden
921,25934159,https://pubmed.ncbi.nlm.nih.gov/25934159,['2015 Aug'],['Clinical microbiology and infection '],"['Staphylococcus aureus is a leading cause of infective endocarditis. Little has been  published on the outcome and epidemiology of S. aureus endocarditis (SAE) in the  twenty-first century. Our aim was to evaluate the short-term and long-term outcome  of SAE in Stockholm, Sweden, and assess its incidence over time. Patients treated  for SAE from January 2004 through December 2013 were retrospectively identified at  the Karolinska University Hospital. Clinical data were obtained from medical records  and the diagnosis was verified according to the modified Duke criteria. Of 245 SAE  cases, 152 (62%) were left-sided and 120 (49%) occurred in intravenous drug users.  The calculated incidence in Stockholm County was 1.56/100 000 person-years,  increasing from 1.28 in 2004-08 to 1.82/100 000 person-years in 2009-13 (p 0.002).  In-hospital and 1-year mortality rates were 9.0% (22/245) and 19.5% (46/236),  respectively. Age (OR 1.06 per year) and female sex (OR 3.0) were independently  associated with in-hospital mortality in multivariate alysis. Involvement of the  central nervous system (CNS) was observed in 30 (12%) patients, and valvular surgery  was performed during hospitalization in 37 (15%). In left-sided endocarditis the  strongest predictors for surgery were severe valvular insufficiency (OR 8.9), lower  age (OR 1.07 per year) and no intravenous drug use (OR 10.7), and for CNS  involvement lower age (OR 1.04 per year). In conclusion we noted low mortality, low  CNS complication rate, and low valvular surgery frequency associated with SAE in our  setting. The incidence was high and increased over time. The study provides an  update on the outcome and epidemiology of SAE in the twenty-first century.']",['Incidence and outcome of Staphylococcus aureus endocarditis--a 10-year single-centre  northern European experience'],staphylococcal infections,435459,staphylococcal infections,retrospective,EMR/EHR,Condition,Infection,245,Sweden
922,25934159,https://pubmed.ncbi.nlm.nih.gov/25934159,['2015 Aug'],['Clinical microbiology and infection '],"['Staphylococcus aureus is a leading cause of infective endocarditis. Little has been  published on the outcome and epidemiology of S. aureus endocarditis (SAE) in the  twenty-first century. Our aim was to evaluate the short-term and long-term outcome  of SAE in Stockholm, Sweden, and assess its incidence over time. Patients treated  for SAE from January 2004 through December 2013 were retrospectively identified at  the Karolinska University Hospital. Clinical data were obtained from medical records  and the diagnosis was verified according to the modified Duke criteria. Of 245 SAE  cases, 152 (62%) were left-sided and 120 (49%) occurred in intravenous drug users.  The calculated incidence in Stockholm County was 1.56/100 000 person-years,  increasing from 1.28 in 2004-08 to 1.82/100 000 person-years in 2009-13 (p 0.002).  In-hospital and 1-year mortality rates were 9.0% (22/245) and 19.5% (46/236),  respectively. Age (OR 1.06 per year) and female sex (OR 3.0) were independently  associated with in-hospital mortality in multivariate alysis. Involvement of the  central nervous system (CNS) was observed in 30 (12%) patients, and valvular surgery  was performed during hospitalization in 37 (15%). In left-sided endocarditis the  strongest predictors for surgery were severe valvular insufficiency (OR 8.9), lower  age (OR 1.07 per year) and no intravenous drug use (OR 10.7), and for CNS  involvement lower age (OR 1.04 per year). In conclusion we noted low mortality, low  CNS complication rate, and low valvular surgery frequency associated with SAE in our  setting. The incidence was high and increased over time. The study provides an  update on the outcome and epidemiology of SAE in the twenty-first century.']",['Incidence and outcome of Staphylococcus aureus endocarditis--a 10-year single-centre  northern European experience'],endocarditis,441589,endocarditis,retrospective,EMR/EHR,Condition,Cardiovascular disease,245,Sweden
923,25935198,https://pubmed.ncbi.nlm.nih.gov/25935198,['2015 Jun'],['Drug safety'],"[""INTRODUCTION: The Premier Perspective hospital billing database provides a promising  data source for studies of inpatient medication use. However, in-hospital recording  of confounders is limited, and incorporating linked healthcare claims data available  for a subset of the cohort may improve confounding control. We investigated methods  capable of adjusting for confounders measured in a subset, including complete case  alysis, multiple imputation of missing data, and propensity score (PS)  calibration. METHODS: Methods were implemented in an example study of adults in  Premier undergoing percutaneous corory intervention (PCI) in 2004-2008 and exposed  to either bivalirudin or heparin. In a subset of patients enrolled in UnitedHealth  for at least 90xa0days before hospitalization, additiol confounders were assessed  from healthcare claims, including comorbidities, prior medication use, and service  use intensity. Diagnostics for each method were evaluated, and methods were compared  with respect to the estimates and confidence intervals of treatment effects on  repeat PCI, bleeding, and in-hospital death. RESULTS: Of 210,268 patients in the  hospital-based cohort, 3240 (1.5xa0%) had linked healthcare claims. This subset was  younger and healthier than the overall study population. The linked subset was too  small for complete case evaluation of two of the three outcomes of interest.  Multiple imputation and PS calibration did not meaningfully impact treatment effect  estimates and associated confidence intervals. CONCLUSIONS: Despite more than 98xa0%  missingness on 24 variables, PS calibration and multiple imputation incorporated  confounders from healthcare claims without major increases in estimate uncertainty.  Additiol research is needed to determine the relative bias of these methods.FAU - Franklin, Jessica MAU - Franklin JMAD - Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine,  Brigham and Women's Hospital and Harvard Medical School, 1620 Tremont St., Suite  3030, Boston, MA, 02120, USA, JMFranklin@partners.org.FAU - Eddings, WesleyAU - Eddings WFAU - Schneeweiss, SebastiaU - Schneeweiss S""]",['Incorporating linked healthcare claims to improve confounding control in a study of  in-hospital medication use'],hemorrhage,437312,hemorrhage,prospective,claims,Condition,Other Condition,210268,
924,25935198,https://pubmed.ncbi.nlm.nih.gov/25935198,['2015 Jun'],['Drug safety'],"[""INTRODUCTION: The Premier Perspective hospital billing database provides a promising  data source for studies of inpatient medication use. However, in-hospital recording  of confounders is limited, and incorporating linked healthcare claims data available  for a subset of the cohort may improve confounding control. We investigated methods  capable of adjusting for confounders measured in a subset, including complete case  alysis, multiple imputation of missing data, and propensity score (PS)  calibration. METHODS: Methods were implemented in an example study of adults in  Premier undergoing percutaneous corory intervention (PCI) in 2004-2008 and exposed  to either bivalirudin or heparin. In a subset of patients enrolled in UnitedHealth  for at least 90xa0days before hospitalization, additiol confounders were assessed  from healthcare claims, including comorbidities, prior medication use, and service  use intensity. Diagnostics for each method were evaluated, and methods were compared  with respect to the estimates and confidence intervals of treatment effects on  repeat PCI, bleeding, and in-hospital death. RESULTS: Of 210,268 patients in the  hospital-based cohort, 3240 (1.5xa0%) had linked healthcare claims. This subset was  younger and healthier than the overall study population. The linked subset was too  small for complete case evaluation of two of the three outcomes of interest.  Multiple imputation and PS calibration did not meaningfully impact treatment effect  estimates and associated confidence intervals. CONCLUSIONS: Despite more than 98xa0%  missingness on 24 variables, PS calibration and multiple imputation incorporated  confounders from healthcare claims without major increases in estimate uncertainty.  Additiol research is needed to determine the relative bias of these methods.FAU - Franklin, Jessica MAU - Franklin JMAD - Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine,  Brigham and Women's Hospital and Harvard Medical School, 1620 Tremont St., Suite  3030, Boston, MA, 02120, USA, JMFranklin@partners.org.FAU - Eddings, WesleyAU - Eddings WFAU - Schneeweiss, SebastiaU - Schneeweiss S""]",['Incorporating linked healthcare claims to improve confounding control in a study of  in-hospital medication use'],percutaneous corory intervention,4216130,percutaneous corory intervention,prospective,claims,Procedure,,210268,
925,25935198,https://pubmed.ncbi.nlm.nih.gov/25935198,['2015 Jun'],['Drug safety'],"[""INTRODUCTION: The Premier Perspective hospital billing database provides a promising  data source for studies of inpatient medication use. However, in-hospital recording  of confounders is limited, and incorporating linked healthcare claims data available  for a subset of the cohort may improve confounding control. We investigated methods  capable of adjusting for confounders measured in a subset, including complete case  alysis, multiple imputation of missing data, and propensity score (PS)  calibration. METHODS: Methods were implemented in an example study of adults in  Premier undergoing percutaneous corory intervention (PCI) in 2004-2008 and exposed  to either bivalirudin or heparin. In a subset of patients enrolled in UnitedHealth  for at least 90xa0days before hospitalization, additiol confounders were assessed  from healthcare claims, including comorbidities, prior medication use, and service  use intensity. Diagnostics for each method were evaluated, and methods were compared  with respect to the estimates and confidence intervals of treatment effects on  repeat PCI, bleeding, and in-hospital death. RESULTS: Of 210,268 patients in the  hospital-based cohort, 3240 (1.5xa0%) had linked healthcare claims. This subset was  younger and healthier than the overall study population. The linked subset was too  small for complete case evaluation of two of the three outcomes of interest.  Multiple imputation and PS calibration did not meaningfully impact treatment effect  estimates and associated confidence intervals. CONCLUSIONS: Despite more than 98xa0%  missingness on 24 variables, PS calibration and multiple imputation incorporated  confounders from healthcare claims without major increases in estimate uncertainty.  Additiol research is needed to determine the relative bias of these methods.FAU - Franklin, Jessica MAU - Franklin JMAD - Division of Pharmacoepidemiology and Pharmacoeconomics, Department of Medicine,  Brigham and Women's Hospital and Harvard Medical School, 1620 Tremont St., Suite  3030, Boston, MA, 02120, USA, JMFranklin@partners.org.FAU - Eddings, WesleyAU - Eddings WFAU - Schneeweiss, SebastiaU - Schneeweiss S""]",['Incorporating linked healthcare claims to improve confounding control in a study of  in-hospital medication use'],heparin,1367571,heparin,prospective,claims,Drug,BLOOD AND BLOOD FORMING ORGANS,210268,
926,25936736,https://pubmed.ncbi.nlm.nih.gov/25936736,['2015 Jun'],['The Jourl of hand surgery'],"['PURPOSE: To determine short- and long-term success rates of a single corticosteroid  injection for de Quervain tendinopathy while identifying prognostic indicators for  symptom recurrence and repeat intervention. METHODS: Fifty consecutive patients with  de Quervain tendinopathy treated with corticosteroid injections (lidocaine plus  triamcinolone acetonide or dexamethasone) were prospectively enrolled. Patients with  inflammatory arthritis, carpometacarpal osteoarthritis, or a previous distal radius  fracture affecting the symptomatic wrist were excluded. Demographic data and  information on existing comorbidities were recorded. Patients were seen in clinic at  6 weeks after injection and contacted at 3, 6, 9, and 12 months following injection  to determine symptom recurrence and further intervention. Medical records were also  reviewed for this purpose. Kaplan-Meier survival alysis and Cox regression  modeling were used to estimate recurrence rates and identify predictors of symptom  recurrence and repeat intervention. RESULTS: Fifty wrists in 50 patients (average  age, 49 y) were included. One patient was lost to follow-up. Eighty-two percent of  patients had resolved symptoms 6 weeks after a steroid injection. Twenty-four  patients had a recurrence of symptoms at a median of 84 days after the injection.  Eleven patients underwent additiol intervention (7 surgical releases and 4 repeat  injections) at a median of 129 days (range, 42-365) after the injection. Estimated  freedom from symptom recurrence was 52% at 6 and 12 months. Estimated freedom from  repeat intervention was 81% at 6 months and 77% at 12 months. Two of 3 patients with  a history of trigger finger required subsequent de Quervain surgery. CONCLUSIONS: We  demonstrated that a single cortisone injection was effective in alleviating symptoms  of de Quervain tendinopathy in 82% of patients and that over half remained  symptom-free for at least 12 months. All patients with recurring symptoms developed  them within the first 6 months. TYPE OF STUDY/LEVEL OF EVIDENCE: Prognostic IV.']",['De Quervain tendinopathy: survivorship and prognostic indicators of recurrence  following a single corticosteroid injection'],prognosis,4069425,prognosis,prospective,EMR/EHR,Procedure,,50,
927,25936736,https://pubmed.ncbi.nlm.nih.gov/25936736,['2015 Jun'],['The Jourl of hand surgery'],"['PURPOSE: To determine short- and long-term success rates of a single corticosteroid  injection for de Quervain tendinopathy while identifying prognostic indicators for  symptom recurrence and repeat intervention. METHODS: Fifty consecutive patients with  de Quervain tendinopathy treated with corticosteroid injections (lidocaine plus  triamcinolone acetonide or dexamethasone) were prospectively enrolled. Patients with  inflammatory arthritis, carpometacarpal osteoarthritis, or a previous distal radius  fracture affecting the symptomatic wrist were excluded. Demographic data and  information on existing comorbidities were recorded. Patients were seen in clinic at  6 weeks after injection and contacted at 3, 6, 9, and 12 months following injection  to determine symptom recurrence and further intervention. Medical records were also  reviewed for this purpose. Kaplan-Meier survival alysis and Cox regression  modeling were used to estimate recurrence rates and identify predictors of symptom  recurrence and repeat intervention. RESULTS: Fifty wrists in 50 patients (average  age, 49 y) were included. One patient was lost to follow-up. Eighty-two percent of  patients had resolved symptoms 6 weeks after a steroid injection. Twenty-four  patients had a recurrence of symptoms at a median of 84 days after the injection.  Eleven patients underwent additiol intervention (7 surgical releases and 4 repeat  injections) at a median of 129 days (range, 42-365) after the injection. Estimated  freedom from symptom recurrence was 52% at 6 and 12 months. Estimated freedom from  repeat intervention was 81% at 6 months and 77% at 12 months. Two of 3 patients with  a history of trigger finger required subsequent de Quervain surgery. CONCLUSIONS: We  demonstrated that a single cortisone injection was effective in alleviating symptoms  of de Quervain tendinopathy in 82% of patients and that over half remained  symptom-free for at least 12 months. All patients with recurring symptoms developed  them within the first 6 months. TYPE OF STUDY/LEVEL OF EVIDENCE: Prognostic IV.']",['De Quervain tendinopathy: survivorship and prognostic indicators of recurrence  following a single corticosteroid injection'],dexamethasone,1518254,dexamethasone,prospective,EMR/EHR,Drug,ALIMENTARY TRACT AND METABOLISM,50,
928,25936736,https://pubmed.ncbi.nlm.nih.gov/25936736,['2015 Jun'],['The Jourl of hand surgery'],"['PURPOSE: To determine short- and long-term success rates of a single corticosteroid  injection for de Quervain tendinopathy while identifying prognostic indicators for  symptom recurrence and repeat intervention. METHODS: Fifty consecutive patients with  de Quervain tendinopathy treated with corticosteroid injections (lidocaine plus  triamcinolone acetonide or dexamethasone) were prospectively enrolled. Patients with  inflammatory arthritis, carpometacarpal osteoarthritis, or a previous distal radius  fracture affecting the symptomatic wrist were excluded. Demographic data and  information on existing comorbidities were recorded. Patients were seen in clinic at  6 weeks after injection and contacted at 3, 6, 9, and 12 months following injection  to determine symptom recurrence and further intervention. Medical records were also  reviewed for this purpose. Kaplan-Meier survival alysis and Cox regression  modeling were used to estimate recurrence rates and identify predictors of symptom  recurrence and repeat intervention. RESULTS: Fifty wrists in 50 patients (average  age, 49 y) were included. One patient was lost to follow-up. Eighty-two percent of  patients had resolved symptoms 6 weeks after a steroid injection. Twenty-four  patients had a recurrence of symptoms at a median of 84 days after the injection.  Eleven patients underwent additiol intervention (7 surgical releases and 4 repeat  injections) at a median of 129 days (range, 42-365) after the injection. Estimated  freedom from symptom recurrence was 52% at 6 and 12 months. Estimated freedom from  repeat intervention was 81% at 6 months and 77% at 12 months. Two of 3 patients with  a history of trigger finger required subsequent de Quervain surgery. CONCLUSIONS: We  demonstrated that a single cortisone injection was effective in alleviating symptoms  of de Quervain tendinopathy in 82% of patients and that over half remained  symptom-free for at least 12 months. All patients with recurring symptoms developed  them within the first 6 months. TYPE OF STUDY/LEVEL OF EVIDENCE: Prognostic IV.']",['De Quervain tendinopathy: survivorship and prognostic indicators of recurrence  following a single corticosteroid injection'],carpal tunnel syndrome,380094,carpal tunnel syndrome,prospective,EMR/EHR,Condition,Nerve disease and pain,50,
929,25936736,https://pubmed.ncbi.nlm.nih.gov/25936736,['2015 Jun'],['The Jourl of hand surgery'],"['PURPOSE: To determine short- and long-term success rates of a single corticosteroid  injection for de Quervain tendinopathy while identifying prognostic indicators for  symptom recurrence and repeat intervention. METHODS: Fifty consecutive patients with  de Quervain tendinopathy treated with corticosteroid injections (lidocaine plus  triamcinolone acetonide or dexamethasone) were prospectively enrolled. Patients with  inflammatory arthritis, carpometacarpal osteoarthritis, or a previous distal radius  fracture affecting the symptomatic wrist were excluded. Demographic data and  information on existing comorbidities were recorded. Patients were seen in clinic at  6 weeks after injection and contacted at 3, 6, 9, and 12 months following injection  to determine symptom recurrence and further intervention. Medical records were also  reviewed for this purpose. Kaplan-Meier survival alysis and Cox regression  modeling were used to estimate recurrence rates and identify predictors of symptom  recurrence and repeat intervention. RESULTS: Fifty wrists in 50 patients (average  age, 49 y) were included. One patient was lost to follow-up. Eighty-two percent of  patients had resolved symptoms 6 weeks after a steroid injection. Twenty-four  patients had a recurrence of symptoms at a median of 84 days after the injection.  Eleven patients underwent additiol intervention (7 surgical releases and 4 repeat  injections) at a median of 129 days (range, 42-365) after the injection. Estimated  freedom from symptom recurrence was 52% at 6 and 12 months. Estimated freedom from  repeat intervention was 81% at 6 months and 77% at 12 months. Two of 3 patients with  a history of trigger finger required subsequent de Quervain surgery. CONCLUSIONS: We  demonstrated that a single cortisone injection was effective in alleviating symptoms  of de Quervain tendinopathy in 82% of patients and that over half remained  symptom-free for at least 12 months. All patients with recurring symptoms developed  them within the first 6 months. TYPE OF STUDY/LEVEL OF EVIDENCE: Prognostic IV.']",['De Quervain tendinopathy: survivorship and prognostic indicators of recurrence  following a single corticosteroid injection'],de quervain disease,73300,de quervain disease,prospective,EMR/EHR,Condition,Soft tissue or bone disease,50,
930,25936736,https://pubmed.ncbi.nlm.nih.gov/25936736,['2015 Jun'],['The Jourl of hand surgery'],"['PURPOSE: To determine short- and long-term success rates of a single corticosteroid  injection for de Quervain tendinopathy while identifying prognostic indicators for  symptom recurrence and repeat intervention. METHODS: Fifty consecutive patients with  de Quervain tendinopathy treated with corticosteroid injections (lidocaine plus  triamcinolone acetonide or dexamethasone) were prospectively enrolled. Patients with  inflammatory arthritis, carpometacarpal osteoarthritis, or a previous distal radius  fracture affecting the symptomatic wrist were excluded. Demographic data and  information on existing comorbidities were recorded. Patients were seen in clinic at  6 weeks after injection and contacted at 3, 6, 9, and 12 months following injection  to determine symptom recurrence and further intervention. Medical records were also  reviewed for this purpose. Kaplan-Meier survival alysis and Cox regression  modeling were used to estimate recurrence rates and identify predictors of symptom  recurrence and repeat intervention. RESULTS: Fifty wrists in 50 patients (average  age, 49 y) were included. One patient was lost to follow-up. Eighty-two percent of  patients had resolved symptoms 6 weeks after a steroid injection. Twenty-four  patients had a recurrence of symptoms at a median of 84 days after the injection.  Eleven patients underwent additiol intervention (7 surgical releases and 4 repeat  injections) at a median of 129 days (range, 42-365) after the injection. Estimated  freedom from symptom recurrence was 52% at 6 and 12 months. Estimated freedom from  repeat intervention was 81% at 6 months and 77% at 12 months. Two of 3 patients with  a history of trigger finger required subsequent de Quervain surgery. CONCLUSIONS: We  demonstrated that a single cortisone injection was effective in alleviating symptoms  of de Quervain tendinopathy in 82% of patients and that over half remained  symptom-free for at least 12 months. All patients with recurring symptoms developed  them within the first 6 months. TYPE OF STUDY/LEVEL OF EVIDENCE: Prognostic IV.']",['De Quervain tendinopathy: survivorship and prognostic indicators of recurrence  following a single corticosteroid injection'],lidocaine,989878,lidocaine,prospective,EMR/EHR,Drug,CARDIOVASCULAR SYSTEM,50,
931,25936736,https://pubmed.ncbi.nlm.nih.gov/25936736,['2015 Jun'],['The Jourl of hand surgery'],"['PURPOSE: To determine short- and long-term success rates of a single corticosteroid  injection for de Quervain tendinopathy while identifying prognostic indicators for  symptom recurrence and repeat intervention. METHODS: Fifty consecutive patients with  de Quervain tendinopathy treated with corticosteroid injections (lidocaine plus  triamcinolone acetonide or dexamethasone) were prospectively enrolled. Patients with  inflammatory arthritis, carpometacarpal osteoarthritis, or a previous distal radius  fracture affecting the symptomatic wrist were excluded. Demographic data and  information on existing comorbidities were recorded. Patients were seen in clinic at  6 weeks after injection and contacted at 3, 6, 9, and 12 months following injection  to determine symptom recurrence and further intervention. Medical records were also  reviewed for this purpose. Kaplan-Meier survival alysis and Cox regression  modeling were used to estimate recurrence rates and identify predictors of symptom  recurrence and repeat intervention. RESULTS: Fifty wrists in 50 patients (average  age, 49 y) were included. One patient was lost to follow-up. Eighty-two percent of  patients had resolved symptoms 6 weeks after a steroid injection. Twenty-four  patients had a recurrence of symptoms at a median of 84 days after the injection.  Eleven patients underwent additiol intervention (7 surgical releases and 4 repeat  injections) at a median of 129 days (range, 42-365) after the injection. Estimated  freedom from symptom recurrence was 52% at 6 and 12 months. Estimated freedom from  repeat intervention was 81% at 6 months and 77% at 12 months. Two of 3 patients with  a history of trigger finger required subsequent de Quervain surgery. CONCLUSIONS: We  demonstrated that a single cortisone injection was effective in alleviating symptoms  of de Quervain tendinopathy in 82% of patients and that over half remained  symptom-free for at least 12 months. All patients with recurring symptoms developed  them within the first 6 months. TYPE OF STUDY/LEVEL OF EVIDENCE: Prognostic IV.']",['De Quervain tendinopathy: survivorship and prognostic indicators of recurrence  following a single corticosteroid injection'],trigger finger disorder,763891,trigger finger disorder,prospective,EMR/EHR,Condition,Soft tissue or bone disease,50,
932,25937348,https://pubmed.ncbi.nlm.nih.gov/25937348,['2015 Jul 1'],['The American jourl of cardiology'],"['Excess dosing of anticoagulant agents has been linked to increased risk of bleeding  after percutaneous corory intervention (PCI) for women compared with men, but  these studies have largely included older patients. We sought to determine the  prevalence and gender-based differences of excess dosing of anticoagulants including  glycoprotein IIb/IIIa inhibitors, bivalirudin, and unfractioted heparin in young  patients with acute myocardial infarction who underwent PCI and to examine its  association with bleeding. Of 2,076 patients enrolled in the Variation in Recovery:  Role of Gender on Outcomes of Young Acute Myocardial Infarction Patients study who  underwent PCI, we abstracted doses of unfractioted heparin, bivalirudin, and  glycoprotein IIb/IIIa inhibitors administered during PCI from the medical records.  At least 47.2% received at least 1 excess dose of an anticoagulant, which did not  differ by gender. We used logistic regression to determine the predictors of excess  dosing and the association of excess dosing with bleeding. In multivariable  alysis, only lower body weight and younger age were significant predictors of  excess dosing. Bleeding was higher in young women who received excess dosing versus  those who did not (9.3% vs 6.0%, p = 0.03) but was comparable among men (5.2% vs  5.9%, p = 0.69) in univariate alysis. In multivariable alysis, there was a trend  to an association between excess dosing and bleeding (odds ratio 1.33, 95%  confidence interval 0.92 to 1.91) although not statistically significant. In  conclusion, approximately half of the patients received excess dosing of  anticoagulant drugs during PCI, which did not vary based on gender. There was a  trend toward an association between excess dosing and increased bleeding, although  not statistically significant.']",['Frequency and Effects of Excess Dosing of Anticoagulants in Patients ≤55 Years With  Acute Myocardial Infarction Who Underwent Percutaneous Corory Intervention (from  the VIRGO Study)'],myocardial infarction,4329847,myocardial infarction,retrospective,EMR/EHR,Condition,Injury and poisoning,2076,
